Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.55,1.00,26.00,0.00,26.00,0.89,0.00
2.0,1.16,7.00,219.20,0.00,219.20,1.89,0.00
3.0,3.16,18.00,453.40,56.75,510.15,2.51,4.20
4.0,4.15,30.00,509.30,0.00,509.30,6.75,0.00
5.0,8.63,42.00,1169.62,84.20,1253.82,9.88,6.65
6.0,1.58,27.00,0.00,68.20,68.20,0.00,4.10
7.0,1.86,45.00,255.41,2.45,257.86,2.75,0.44
8.0,3.86,50.00,793.81,94.25,888.06,4.69,2.54
9.0,1.72,63.00,187.30,0.42,187.72,2.52,0.44
10.0,5.14,82.00,640.25,0.15,640.40,8.34,0.00
11.0,5.62,24.00,628.08,177.95,806.03,5.69,5.52
12.0,1.68,42.00,77.30,0.00,77.30,2.73,0.00
13.0,6.40,49.00,758.61,156.64,915.25,7.09,5.30
14.0,4.82,56.00,1059.93,3.96,1063.89,6.05,2.84
15.0,7.05,69.00,2102.92,0.00,2102.92,11.45,0.00
16.0,5.28,20.00,551.74,71.10,622.84,5.65,4.70
17.0,5.86,39.00,91.53,294.08,385.61,1.18,13.35
18.0,5.42,54.00,490.77,52.20,542.97,7.18,2.60
19.0,6.31,72.00,349.68,340.21,689.89,5.81,7.10
20.0,6.09,93.00,978.60,0.00,978.60,9.89,0.00
21.0,8.33,32.00,905.80,53.40,959.20,10.54,4.80
22.0,7.38,63.00,284.95,436.59,721.54,3.24,14.01
23.0,4.78,80.00,825.64,0.00,825.64,7.77,0.00
24.0,6.02,86.00,1554.64,0.00,1554.64,9.79,0.00
25.0,6.21,94.00,1580.32,29.90,1610.22,9.54,0.88
26.0,8.31,24.00,2704.00,0.00,2704.00,13.50,0.00
27.0,3.05,31.00,1.32,117.53,118.85,1.50,5.54
28.0,2.36,43.00,181.39,0.00,181.39,3.84,0.00
29.0,7.37,64.00,821.27,65.70,886.97,10.98,1.60
30.0,8.77,77.00,1272.73,0.00,1272.73,11.41,4.56
31.0,11.58,36.00,2595.88,7.10,2602.98,18.54,0.44
32.0,6.85,53.00,800.56,104.82,905.38,8.05,4.94
33.0,8.69,70.00,479.65,383.20,862.85,2.36,18.82
34.0,3.12,79.00,953.77,0.00,953.77,5.08,0.00
35.0,3.71,94.00,908.60,3.00,911.60,5.76,0.44
36.0,6.33,27.00,1788.37,0.00,1788.37,10.29,0.00
37.0,3.42,40.00,566.43,91.00,657.43,3.98,2.54
38.0,5.75,56.00,192.96,377.60,570.56,4.69,7.44
39.0,5.09,69.00,684.02,0.00,684.02,8.27,0.00
40.0,6.59,82.00,1005.57,10.00,1015.57,10.43,0.44
41.0,7.51,32.00,839.55,71.55,911.10,9.78,3.89
42.0,5.22,40.00,771.41,54.30,825.71,7.48,1.60
43.0,5.91,60.00,79.25,258.59,337.84,4.83,7.64
44.0,6.27,78.00,773.01,0.00,773.01,10.19,0.00
45.0,8.85,99.00,1494.06,8.85,1502.91,13.39,1.60
46.0,8.26,35.00,2050.66,132.70,2183.36,10.80,4.20
47.0,8.03,45.00,3437.76,0.00,3437.76,13.05,0.00
48.0,0.38,52.00,0.00,8.90,8.90,0.00,1.00
49.0,4.58,64.00,103.84,203.65,307.49,3.00,7.10
50.0,5.64,79.00,555.57,0.00,555.57,9.17,0.00
51.0,2.95,13.00,356.58,30.00,386.58,3.90,1.42
52.0,5.06,23.00,922.50,0.00,922.50,8.23,0.00
53.0,4.02,41.00,606.17,12.00,618.17,5.53,1.60
54.0,9.58,57.00,817.97,266.39,1084.36,10.13,8.70
55.0,9.11,72.00,1976.07,0.00,1976.07,14.80,0.00
56.0,9.47,29.00,2193.68,11.15,2204.83,15.12,0.44
57.0,11.08,39.00,1735.86,181.89,1917.75,12.09,9.47
58.0,3.97,51.00,839.76,0.00,839.76,6.45,0.00
59.0,2.87,64.00,58.50,121.48,179.98,2.26,3.84
60.0,6.85,72.00,408.11,0.00,408.11,5.00,9.80
61.0,5.62,18.00,1069.29,60.30,1129.59,8.13,1.60
62.0,6.42,27.00,1335.31,189.74,1525.05,7.31,5.00
63.0,0.00,27.00,0.00,0.00,0.00,0.00,0.00
64.0,1.36,31.00,0.00,34.09,34.09,0.00,3.54
65.0,1.36,31.00,0.00,202.09,202.09,0.00,3.54
66.0,0.00,3.00,0.00,0.00,0.00,0.00,0.00
67.0,0.00,3.00,0.00,0.00,0.00,0.00,0.00
68.0,0.00,3.00,0.00,0.00,0.00,0.00,0.00
69.0,0.00,3.00,0.00,0.00,0.00,0.00,0.00
