Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.38,1.00,8.30,0.00,8.30,0.62,0.00
2.0,0.93,5.00,138.80,0.00,138.80,1.51,0.00
3.0,3.48,20.00,182.80,66.62,249.42,2.52,5.00
4.0,5.05,29.00,531.99,0.00,531.99,8.21,0.00
5.0,7.88,39.00,1178.16,109.45,1287.61,9.14,5.87
6.0,2.15,29.00,0.00,74.80,74.80,0.00,5.60
7.0,3.60,47.00,230.10,37.10,267.20,4.38,2.36
8.0,5.83,55.00,723.25,185.95,909.20,6.58,4.64
9.0,2.15,67.00,201.95,8.80,210.75,3.21,0.44
10.0,5.65,87.00,748.45,0.15,748.60,9.19,0.00
11.0,5.46,23.00,634.19,129.25,763.44,6.05,4.52
12.0,1.78,41.00,71.08,0.00,71.08,2.90,0.00
13.0,7.94,57.00,923.16,147.15,1070.31,9.00,6.24
14.0,6.66,65.00,1062.94,116.30,1179.24,8.55,3.64
15.0,9.09,78.00,2215.66,8.10,2223.76,13.76,1.60
16.0,5.55,25.00,454.52,159.20,613.72,5.49,5.64
17.0,9.54,49.00,100.27,237.59,337.86,2.77,20.37
18.0,5.79,65.00,477.42,51.87,529.29,8.14,2.04
19.0,6.52,80.00,945.99,251.77,1197.76,7.74,4.58
20.0,10.32,103.00,2025.85,0.00,2025.85,16.77,0.00
21.0,6.51,31.00,769.96,18.90,788.86,8.58,3.20
22.0,10.07,51.00,194.41,306.98,501.39,3.80,20.10
23.0,4.87,65.00,739.11,0.00,739.11,7.91,0.00
24.0,5.42,76.00,1213.06,9.75,1222.81,8.54,0.44
25.0,4.49,83.00,1165.00,103.35,1268.35,6.01,2.04
26.0,7.13,21.00,1888.99,0.00,1888.99,11.59,0.00
27.0,3.38,31.00,127.38,138.02,265.40,1.50,6.38
28.0,3.67,44.00,451.69,0.00,451.69,5.96,0.00
29.0,10.68,64.00,1289.51,65.70,1355.21,16.35,1.60
30.0,8.77,75.00,1135.00,0.00,1135.00,11.64,4.18
31.0,11.76,42.00,2581.15,18.45,2599.60,18.10,1.60
32.0,5.92,59.00,952.50,170.25,1122.75,6.31,5.30
33.0,8.24,75.00,195.95,535.15,731.10,2.48,17.46
34.0,3.19,83.00,863.50,0.00,863.50,5.19,0.00
35.0,4.29,97.00,1621.65,2.88,1624.53,6.70,0.44
36.0,6.41,28.00,2913.56,0.00,2913.56,10.41,0.00
37.0,4.70,39.00,735.41,90.75,826.16,5.33,3.71
38.0,6.62,54.00,255.55,539.37,794.92,4.75,9.62
39.0,4.78,78.00,863.14,0.00,863.14,7.78,0.00
40.0,7.89,88.00,1455.74,5.85,1461.59,11.83,1.60
41.0,9.68,32.00,1123.73,124.70,1248.43,11.61,6.58
42.0,6.76,45.00,950.93,54.30,1005.23,9.99,1.60
43.0,4.64,59.00,46.95,297.45,344.40,1.45,9.74
44.0,6.05,82.00,539.41,0.00,539.41,9.84,0.00
45.0,5.66,101.00,1167.46,6.70,1174.16,8.30,1.44
46.0,9.87,40.00,1538.60,143.95,1682.55,14.25,2.86
47.0,10.46,50.00,3224.00,0.00,3224.00,17.00,0.00
48.0,2.93,65.00,24.30,103.20,127.50,1.00,6.02
49.0,4.93,72.00,197.10,528.95,726.05,2.00,9.62
50.0,4.64,87.00,543.52,0.00,543.52,7.53,0.00
51.0,2.50,11.00,468.82,16.95,485.77,3.06,1.60
52.0,4.38,23.00,984.47,0.00,984.47,7.13,0.00
53.0,3.85,43.00,594.74,9.10,603.84,5.36,1.44
54.0,8.23,57.00,945.19,165.57,1110.76,10.64,4.38
55.0,9.52,73.00,2156.79,0.00,2156.79,15.47,0.00
56.0,8.81,32.00,2028.20,65.02,2093.22,12.19,3.40
57.0,9.39,41.00,1585.93,225.45,1811.38,11.01,6.79
58.0,3.06,54.00,666.65,0.00,666.65,4.98,0.00
59.0,3.02,66.00,106.55,119.73,226.28,2.53,3.80
60.0,4.92,76.00,469.29,0.00,469.29,6.14,2.97
61.0,6.05,18.00,1186.29,60.30,1246.59,8.84,1.60
62.0,8.11,28.00,1658.72,176.40,1835.12,11.28,3.04
63.0,0.00,28.00,0.00,0.00,0.00,0.00,0.00
64.0,1.58,32.00,0.00,71.20,71.20,0.00,4.10
65.0,1.58,32.00,0.00,281.20,281.20,0.00,4.10
66.0,0.00,3.00,0.00,0.00,0.00,0.00,0.00
67.0,0.00,3.00,0.00,0.00,0.00,0.00,0.00
68.0,0.00,3.00,0.00,0.00,0.00,0.00,0.00
69.0,0.00,3.00,0.00,0.00,0.00,0.00,0.00
