Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,1.00,4.00,28.35,0.00,28.35,1.62,0.00
2.0,2.64,15.00,274.48,0.00,274.48,4.29,0.00
3.0,5.62,26.00,573.75,73.32,647.07,5.64,5.60
4.0,10.02,52.00,904.80,60.30,965.10,16.28,0.00
5.0,15.72,68.00,2727.59,37.30,2764.89,23.46,3.34
6.0,2.49,46.00,20.05,96.05,116.10,2.21,2.94
7.0,4.55,69.00,447.27,198.00,645.27,7.39,0.00
8.0,7.24,76.00,1361.42,163.75,1525.17,9.18,4.14
9.0,8.33,96.00,1508.29,159.15,1667.44,12.26,2.04
10.0,13.47,124.00,3283.47,10.65,3294.12,20.89,1.60
11.0,11.00,45.00,1496.28,358.83,1855.11,11.06,10.90
12.0,4.46,73.00,825.73,54.40,880.13,7.25,0.00
13.0,14.82,86.00,2023.78,226.14,2249.92,16.71,11.78
14.0,8.20,103.00,1073.59,407.50,1481.09,7.99,8.54
15.0,11.90,135.00,2496.91,595.55,3092.46,19.06,0.44
16.0,12.85,43.00,1027.09,220.48,1247.57,14.33,10.48
17.0,2.68,68.00,48.95,138.05,187.00,2.51,2.94
18.0,8.61,98.00,768.43,59.65,828.08,11.41,4.13
19.0,11.72,114.00,1418.50,358.36,1776.86,14.32,7.56
20.0,12.96,148.00,2655.45,196.00,2851.45,21.05,0.00
21.0,9.48,44.00,982.11,46.84,1028.95,12.63,4.44
22.0,13.54,73.00,358.54,371.04,729.58,4.46,28.06
23.0,10.07,102.00,1326.35,117.80,1444.15,16.36,0.00
24.0,9.87,123.00,1831.94,18.75,1850.69,13.81,3.57
25.0,9.52,134.00,1561.35,383.05,1944.40,14.58,1.44
26.0,13.08,37.00,2904.65,0.10,2904.75,21.25,0.00
27.0,2.85,48.00,212.61,153.90,366.51,2.14,4.00
28.0,7.69,75.00,886.47,41.30,927.77,12.49,0.00
29.0,12.51,97.00,2334.59,96.58,2431.17,18.83,2.40
30.0,13.99,114.00,1636.45,102.00,1738.45,18.01,7.56
31.0,16.18,46.00,3655.20,436.68,4091.88,24.79,2.40
32.0,10.87,75.00,1699.03,246.05,1945.08,13.35,6.90
33.0,9.55,94.00,477.00,615.20,1092.20,4.13,18.22
34.0,5.69,105.00,1041.61,190.70,1232.31,8.25,1.60
35.0,7.41,127.00,912.22,215.70,1127.92,8.16,6.20
36.0,7.49,40.00,1947.31,199.65,2146.96,11.90,0.44
37.0,3.01,56.00,320.55,43.20,363.75,3.03,2.99
38.0,7.99,81.00,227.55,325.25,552.80,6.68,10.10
39.0,8.38,106.00,1334.40,43.90,1378.30,13.62,0.00
40.0,11.45,123.00,2509.48,53.86,2563.34,15.48,5.00
41.0,16.19,46.00,2373.14,370.71,2743.85,18.33,12.75
42.0,8.10,56.00,963.74,304.20,1267.94,10.96,3.52
43.0,5.82,76.00,183.30,356.95,540.25,3.19,10.02
44.0,5.53,103.00,573.02,15.70,588.72,8.99,0.00
45.0,11.35,136.00,1196.63,25.15,1221.78,16.82,2.60
46.0,12.26,45.00,2252.34,270.70,2523.04,17.76,3.48
47.0,12.72,62.00,4239.49,220.00,4459.49,20.68,0.00
48.0,2.15,82.00,0.00,19.04,19.04,1.62,2.99
49.0,10.83,109.00,237.75,802.77,1040.52,3.13,23.16
50.0,7.22,131.00,953.50,146.90,1100.40,11.74,0.00
51.0,6.78,27.00,1279.64,85.25,1364.89,9.74,2.04
52.0,8.52,44.00,2489.37,48.70,2538.07,13.85,0.00
53.0,3.89,66.00,526.00,22.95,548.95,5.33,1.60
